sample	date	info	frequency [Hz]	impedance Re [Ohm]	impedance Im [Ohm]	amplitude sign.	area [cm^2]	flow_rate_C [l/min]	flow_rate_A [l/min]	Temperature [Cel.]	Re [Ohm*cm^2]	-Im [Ohm*cm^2]
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	1378.7	0.040971	-0.01162	-0.292	5	200	1	65	0.204855	0.0581
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	1036.2	0.042735	-0.012919	-0.292	5	200	1	65	0.213675	0.064595
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	778.75	0.044829	-0.014349	-0.292	5	200	1	65	0.224145	0.071745
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	585.28	0.046883999999999995	-0.016456000000000002	-0.292	5	200	1	65	0.23441999999999996	0.08228
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	439.87	0.049498	-0.018721	-0.292	5	200	1	65	0.24749	0.09360500000000001
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	330.59	0.052498	-0.021244	-0.292	5	200	1	65	0.26249	0.10622
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	248.46	0.055404999999999996	-0.024352000000000002	-0.292	5	200	1	65	0.27702499999999997	0.12176000000000001
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	186.73	0.060030999999999994	-0.027881	-0.292	5	200	1	65	0.30015499999999995	0.139405
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	140.34	0.064835	-0.031806	-0.292	5	200	1	65	0.324175	0.15903
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	105.48	0.07099	-0.036152	-0.292	5	200	1	65	0.35495	0.18075999999999998
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	79.271	0.077766	-0.040662000000000004	-0.292	5	200	1	65	0.38883	0.20331000000000002
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	59.52	0.085736	-0.044409	-0.292	5	200	1	65	0.42868000000000006	0.222045
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	44.261	0.095627	-0.048066000000000005	-0.292	5	200	1	65	0.47813500000000003	0.24033000000000002
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	32.576	0.10499000000000001	-0.050152999999999996	-0.292	5	200	1	65	0.52495	0.25076499999999996
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	23.713	0.11355	-0.052984	-0.292	5	200	1	65	0.56775	0.26492000000000004
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	17.058	0.12205	-0.057027999999999995	-0.292	5	200	1	65	0.6102500000000001	0.28513999999999995
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	12.117	0.12921	-0.065675	-0.292	5	200	1	65	0.64605	0.328375
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	8.4915	0.13810999999999998	-0.079644	-0.292	5	200	1	65	0.6905499999999999	0.39822
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	5.8653	0.15077000000000002	-0.10034	-0.292	5	200	1	65	0.7538500000000001	0.5017
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	3.9894	0.17357999999999998	-0.13021	-0.292	5	200	1	65	0.8678999999999999	0.6510499999999999
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	2.6693	0.21111999999999997	-0.16967000000000002	-0.292	5	200	1	65	1.0555999999999999	0.84835
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	1.7553	0.28029	-0.21409	-0.292	5	200	1	65	1.4014499999999999	1.0704500000000001
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	1.1334	0.40456	-0.23153	-0.292	5	200	1	65	2.0227999999999997	1.15765
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	0.7181	0.54783	-0.13304000000000002	-0.292	5	200	1	65	2.7391500000000004	0.6652000000000001
KIT1-II_5M_200mA	2021-09-16 12:25:55	10	0.44623	0.54296	0.038158	-0.292	5	200	1	65	2.7148	-0.19079
